,user_id,order_date,point,comment,order_no,order_item
3348,ty,2020년 05월 29일,5,비빔밥 나물이 엄청 알차고 맛있어요,7165,계란말이
3349,ty,2020년 05월 29일,5,비빔밥 나물이 엄청 알차고 맛있어요,7165,수원왕갈비 치밥
3350,ty,2020년 05월 29일,5,비빔밥 나물이 엄청 알차고 맛있어요,7165,명란마요 가라아게
3351,pa,2020년 05월 29일,5,맛은 괜찮았는데 명란이 조금 부족합니다 그리고 배달 좀 신경써주세요 한쪽으로 쏠린 밥 먹고싶을까요?,7164,비빔명란 가라아케동
3352,ho,2020년 05월 29일,5,맛있어요 밸런스가훌륭,7163,비빔명란 가라아케동
3353,de,2020년 05월 29일,5,맛나네요 굿굿굿!!!,7162,그라나파다노 김치볶음밥
3354,lo,2020년 05월 29일,5,"오졌다리 오졌다.. 배달 30분만에 와주시고 양, 맛 다 최고에요! 명란들어가서 짤줄 알았는데 간 딱맞아요! 늘 밥 좀만 달라해야지 생각하고선 깜빡해서 배터짐요ㅎㅎㅎ",7161,비빔명란 가라아케동
3355,eh,2020년 05월 29일,4,배달빨랐고 포장이 깔끔해요. 밥도 예쁘게 담아두시고 독특하게 밥알이 보리밥이네요 ? ㅎㅎ 씹는맛이좋았어요 . 그치만 양이 많진 않습니다. 샐러드는 양상추나 기타 등등 야채대신 상추한가지네요 .,7160,비빔명란 가라아케동
3356,eh,2020년 05월 29일,4,배달빨랐고 포장이 깔끔해요. 밥도 예쁘게 담아두시고 독특하게 밥알이 보리밥이네요 ? ㅎㅎ 씹는맛이좋았어요 . 그치만 양이 많진 않습니다. 샐러드는 양상추나 기타 등등 야채대신 상추한가지네요 .,7160,어향가지 덮밥
3357,eh,2020년 05월 29일,4,배달빨랐고 포장이 깔끔해요. 밥도 예쁘게 담아두시고 독특하게 밥알이 보리밥이네요 ? ㅎㅎ 씹는맛이좋았어요 . 그치만 양이 많진 않습니다. 샐러드는 양상추나 기타 등등 야채대신 상추한가지네요 .,7160,어향가지 덮밥&멘보샤
3358,eh,2020년 05월 29일,4,배달빨랐고 포장이 깔끔해요. 밥도 예쁘게 담아두시고 독특하게 밥알이 보리밥이네요 ? ㅎㅎ 씹는맛이좋았어요 . 그치만 양이 많진 않습니다. 샐러드는 양상추나 기타 등등 야채대신 상추한가지네요 .,7160,명란마요밥
3359,eh,2020년 05월 29일,4,배달빨랐고 포장이 깔끔해요. 밥도 예쁘게 담아두시고 독특하게 밥알이 보리밥이네요 ? ㅎㅎ 씹는맛이좋았어요 . 그치만 양이 많진 않습니다. 샐러드는 양상추나 기타 등등 야채대신 상추한가지네요 .,7160,두툼한 통등심 가츠동
3360,eh,2020년 05월 29일,4,배달빨랐고 포장이 깔끔해요. 밥도 예쁘게 담아두시고 독특하게 밥알이 보리밥이네요 ? ㅎㅎ 씹는맛이좋았어요 . 그치만 양이 많진 않습니다. 샐러드는 양상추나 기타 등등 야채대신 상추한가지네요 .,7160,로스트 치킨과 매콤한 크림리조또
3361,eh,2020년 05월 29일,4,배달빨랐고 포장이 깔끔해요. 밥도 예쁘게 담아두시고 독특하게 밥알이 보리밥이네요 ? ㅎㅎ 씹는맛이좋았어요 . 그치만 양이 많진 않습니다. 샐러드는 양상추나 기타 등등 야채대신 상추한가지네요 .,7160,허니갈릭 닭가슴살 시저샐러드
3362,wi,2020년 05월 29일,5,언제나 잘먹고 있어요,7159,궁중식 순살찜닭
3363,sh,2020년 05월 29일,3,배달하시는 분이 불친절해서 다신 안 시킬 것 같아요.. 맛은 그냥 먹을만 했어요,7158,비빔명란 가라아케동
3364,ph,2020년 05월 29일,5,종류별로 다 먹어보려구요 감사합니당,7157,대패삼겹덮밥
3365,ph,2020년 05월 29일,5,종류별로 다 먹어보려구요 감사합니당,7157,명란마요밥
3366,ph,2020년 05월 29일,5,종류별로 다 먹어보려구요 감사합니당,7157,수원왕갈비 치밥
3367,we,2020년 05월 29일,5,1인식사하기에 딱좋아요 맛있네요,7156,두툼한 통등심 가츠동
3368,sk,2020년 05월 29일,5,맛있게 잘 먹었습니다~~~,7155,대패삼겹덮밥
3369,cw,2020년 05월 28일,5,맛있게 잘먹었습니다 아이들이 좋아해서 자주시켜먹어요,7154,어향가지 덮밥&멘보샤
3370,cw,2020년 05월 28일,5,맛있게 잘먹었습니다 아이들이 좋아해서 자주시켜먹어요,7154,대패삼겹덮밥
3371,ss,2020년 05월 28일,5,이거 너무한거 아니에요? 레알 존맛탱입니다.<U+0001F44D><U+0001F44F><U+0001F44F><U+0001F44F>,7153,대패삼겹덮밥
3372,de,2020년 05월 28일,5,일반 평양냉면보다 간이 심심하지 않고 고명도 푸짐해요,7152,어향가지 덮밥&멘보샤
3373,de,2020년 05월 28일,5,일반 평양냉면보다 간이 심심하지 않고 고명도 푸짐해요,7152,계란말이
3374,de,2020년 05월 28일,5,일반 평양냉면보다 간이 심심하지 않고 고명도 푸짐해요,7152,된장국추가
3375,de,2020년 05월 28일,5,일반 평양냉면보다 간이 심심하지 않고 고명도 푸짐해요,7152,밥추가
3376,ho,2020년 05월 28일,5,닭가슴살이 좀 적어여 맛은있어여,7151,허니갈릭 닭가슴살 시저샐러드
3377,ma,2020년 05월 28일,4,음 맛있어요! 다만 평양냉면은.. 평양냉면은 아닙니다..ㅎㅎ 수퍼에서 사는 냉면 맛이랑 같아요 ㅜㅜ ㅋㅋ,7150,어향가지 덮밥&멘보샤
3378,ma,2020년 05월 28일,4,음 맛있어요! 다만 평양냉면은.. 평양냉면은 아닙니다..ㅎㅎ 수퍼에서 사는 냉면 맛이랑 같아요 ㅜㅜ ㅋㅋ,7150,대패삼겹덮밥
3379,ma,2020년 05월 28일,4,음 맛있어요! 다만 평양냉면은.. 평양냉면은 아닙니다..ㅎㅎ 수퍼에서 사는 냉면 맛이랑 같아요 ㅜㅜ ㅋㅋ,7150,트러플 감자튀김
3380,tl,2020년 05월 28일,5,일주일에 거의 4-5회는 여기서 먹는데 맛은 언제나 좋아요! 그리고 깨끗해서 좋고요! 언제나 추천이에요. 오늘 아쉽게도 ㅜㅜ 닭이 좀 안익은게 있어서요 이부분이 안타까웠어요.,7149,로스트 치킨과 매콤한 크림리조또
3381,tl,2020년 05월 28일,5,일주일에 거의 4-5회는 여기서 먹는데 맛은 언제나 좋아요! 그리고 깨끗해서 좋고요! 언제나 추천이에요. 오늘 아쉽게도 ㅜㅜ 닭이 좀 안익은게 있어서요 이부분이 안타까웠어요.,7149,허니갈릭 닭가슴살 시저샐러드
3382,tl,2020년 05월 28일,5,일주일에 거의 4-5회는 여기서 먹는데 맛은 언제나 좋아요! 그리고 깨끗해서 좋고요! 언제나 추천이에요. 오늘 아쉽게도 ㅜㅜ 닭이 좀 안익은게 있어서요 이부분이 안타까웠어요.,7149,계란말이
3383,jm,2020년 05월 28일,5,단골이 되어버렸네요. 잘먹었습니다,7148,소불고기 비빔밥
3384,zi,2020년 05월 28일,5,깔끔한 포장과 음식 항상 만족합니다,7147,두툼한 통등심 가츠동
3385,tp,2020년 05월 28일,2,먹기전이에요~ 명란비비려고 뒤집는데 머리카락이 튀어나왔어요 제 머리카락인가하고봤는데 제거보다는 짧은머리카락이구요 음식 밑에서 나왔네요,7146,비빔명란 가라아케동
3386,tp,2020년 05월 28일,2,먹기전이에요~ 명란비비려고 뒤집는데 머리카락이 튀어나왔어요 제 머리카락인가하고봤는데 제거보다는 짧은머리카락이구요 음식 밑에서 나왔네요,7146,트러플 감자튀김
3387,tj,2020년 05월 28일,5,맛있게 잘먹었습니다,7145,비빔명란 가라아케동
3388,sk,2020년 05월 28일,5,명란이 푸짐하니 맛있어요 추천드립니다!! 배달도 빨라서 따뜻하게 먹었어요~~,7144,비빔명란 가라아케동
3389,at,2020년 05월 28일,4,지금까지 이런맛은 있었던가 같아요. 기대치가 너무 높았나봐요 ㅜㅜ,7143,수원왕갈비 치밥
3390,th,2020년 05월 28일,5,맛있는데 양은 많고 남기기 아까워 다 먹었는데 오후 업무는 좀 졸아야겠습니다.,7142,수원왕갈비 치밥
3391,ru,2020년 05월 28일,5,배달 짱빨라요... ㅋㅋㅋㅋ 와서 리뷰 쓰려고 했는데 아직 예상시간 전 ㅋㅋㅋ 음청 따끈하고 배달비도 없고 포장도 깔끔! (쪼오금 짜지만 제 입맛이 원래 간간하니 패스) 배달비 계속 없다면 단골집 될 듯,7141,두툼한 통등심 가츠동
3392,ph,2020년 05월 28일,5,양이 많다고 좋다고 하네요 ㅎㅎ,7140,두툼한 통등심 가츠동
3393,ph,2020년 05월 28일,5,양이 많다고 좋다고 하네요 ㅎㅎ,7140,명란마요밥
3394,do,2020년 05월 28일,5,현장결제했는데도 재난금 사용이 안되네요 ㅎㅎㅎㅎ 맛있게 잘먹었습니다.,7139,두툼한 통등심 가츠동
3395,sw,2020년 05월 27일,5,그나마괜츈한편입니다,7138,비빔명란 가라아케동
3396,bv,2020년 05월 27일,5,너무 맛있게 잘먹었어요 소스 조금 더 넣어주시면 더 100점일듯,7137,비빔명란 가라아케동
3397,bv,2020년 05월 27일,5,너무 맛있게 잘먹었어요 소스 조금 더 넣어주시면 더 100점일듯,7137,계란말이
3398,bv,2020년 05월 27일,5,너무 맛있게 잘먹었어요 소스 조금 더 넣어주시면 더 100점일듯,7137,코카콜라 제로
3399,js,2020년 05월 27일,5,김치볶음밥 최고!!!!!!,7136,그라나파다노 김치볶음밥
3400,cw,2020년 05월 27일,5,자주시키던거라 맛있게 잘먹었습니다,7135,비빔명란 가라아케동
3401,cw,2020년 05월 27일,5,자주시키던거라 맛있게 잘먹었습니다,7135,대패삼겹덮밥
3402,mi,2020년 05월 27일,5,요청사항 들어주셔서 감사합니다~ 맛있게 잘먹었어요~^^ 김치볶음밥과 리조또는 자꾸 생각나는 맛이네요 ㅎㅎㅎ,7134,그라나파다노 김치볶음밥
3403,mi,2020년 05월 27일,5,요청사항 들어주셔서 감사합니다~ 맛있게 잘먹었어요~^^ 김치볶음밥과 리조또는 자꾸 생각나는 맛이네요 ㅎㅎㅎ,7134,대패삼겹덮밥
3404,mi,2020년 05월 27일,5,요청사항 들어주셔서 감사합니다~ 맛있게 잘먹었어요~^^ 김치볶음밥과 리조또는 자꾸 생각나는 맛이네요 ㅎㅎㅎ,7134,로스트 치킨과 매콤한 크림리조또
3405,51,2020년 05월 27일,5,냠냠냠냠 코로나조심하세욤,7133,그라나파다노 김치볶음밥
3406,51,2020년 05월 27일,5,냠냠냠냠 코로나조심하세욤,7133,비빔명란 가라아케동
3407,51,2020년 05월 27일,5,냠냠냠냠 코로나조심하세욤,7133,트러플 감자튀김
3408,51,2020년 05월 27일,5,냠냠냠냠 코로나조심하세욤,7133,코카콜라
3409,pr,2020년 05월 27일,5,지난번에 먹어보고 맛있어서 재구매했습니다. 셰플리는 믿고 먹는곳이에요,7132,로스트 치킨과 매콤한 크림리조또
3410,ho,2020년 05월 27일,4,요번은 조금 짜네요.,7131,궁중식 순살찜닭
3411,sa,2020년 05월 27일,5,명불허전 셰플이 감사합니다,7130,두툼한 통등심 가츠동
3412,sa,2020년 05월 27일,5,명불허전 셰플이 감사합니다,7130,로스트 치킨과 매콤한 크림리조또
3413,sa,2020년 05월 27일,5,명불허전 셰플이 감사합니다,7130,수원왕갈비 치밥
3414,hy,2020년 05월 27일,5,처음 시켜봤는데 너무 맛나네요! 대파도 깔끔하고 고기도 너무 좋았어요!,7129,매콤대패삼겹덮밥
3415,hy,2020년 05월 27일,5,처음 시켜봤는데 너무 맛나네요! 대파도 깔끔하고 고기도 너무 좋았어요!,7129,명란마요 가라아게
3416,da,2020년 05월 27일,2,제 입맛엔 조금 안맞았네요,7128,수원왕갈비 치밥
3417,hy,2020년 05월 27일,5,항상 맛나요....,7127,비빔명란 가라아케동
3418,cw,2020년 05월 27일,5,맛있게 잘먹었습니다 후회없는 선택입니다,7126,대패삼겹덮밥
3419,ks,2020년 05월 27일,3,배달이 약간 늦는거 외엔 대체로 만족 합니다. 맛도 있고 깔끔해요.,7125,어향가지 덮밥
3420,po,2020년 05월 26일,5,정말 정말 건강한 맛이었습니다♡,7124,로스트 치킨과 매콤한 크림리조또
3421,po,2020년 05월 26일,5,정말 정말 건강한 맛이었습니다♡,7124,명란마요 가라아게
3422,po,2020년 05월 26일,5,정말 정말 건강한 맛이었습니다♡,7124,된장국추가
3423,po,2020년 05월 26일,5,정말 정말 건강한 맛이었습니다♡,7124,허니갈릭 닭가슴살 시저샐러드
3424,po,2020년 05월 26일,5,정말 정말 건강한 맛이었습니다♡,7124,명란마요밥
3425,ix,2020년 05월 26일,5,너무 맛있게 잘 먹었어요! 기본에 김치가 없을까봐 종갓집 김치를 추가했는데 있었네요ㅠㅠ,7123,두툼한 통등심 가츠동
3426,ix,2020년 05월 26일,5,너무 맛있게 잘 먹었어요! 기본에 김치가 없을까봐 종갓집 김치를 추가했는데 있었네요ㅠㅠ,7123,트러플 감자튀김
3427,ix,2020년 05월 26일,5,너무 맛있게 잘 먹었어요! 기본에 김치가 없을까봐 종갓집 김치를 추가했는데 있었네요ㅠㅠ,7123,페리에 레몬탄산수
3428,ix,2020년 05월 26일,5,너무 맛있게 잘 먹었어요! 기본에 김치가 없을까봐 종갓집 김치를 추가했는데 있었네요ㅠㅠ,7123,종가집김치
3429,lu,2020년 05월 26일,4,양 적당하고 맛있어요ㅋㅋ,7122,비빔명란 가라아케동
3430,ra,2020년 05월 26일,5,처음 시켜보는 신 메뉴인데..맛있어요~ 국은..비싼데..너무 양이 작아요. 국을 좀..개선하셨음 합니다.,7121,그라나파다노 김치볶음밥
3431,ra,2020년 05월 26일,5,처음 시켜보는 신 메뉴인데..맛있어요~ 국은..비싼데..너무 양이 작아요. 국을 좀..개선하셨음 합니다.,7121,명란마요밥
3432,ra,2020년 05월 26일,5,처음 시켜보는 신 메뉴인데..맛있어요~ 국은..비싼데..너무 양이 작아요. 국을 좀..개선하셨음 합니다.,7121,계란말이
3433,ra,2020년 05월 26일,5,처음 시켜보는 신 메뉴인데..맛있어요~ 국은..비싼데..너무 양이 작아요. 국을 좀..개선하셨음 합니다.,7121,된장국추가
3434,eo,2020년 05월 26일,5,넘 맛나요 셰플리 존맛 ㅋㅋㅋㅋㅋ,7120,대패삼겹덮밥
3435,je,2020년 05월 26일,5,맛있졍 배달빠름 굿,7119,비빔명란 가라아케동
3436,je,2020년 05월 26일,5,맛있졍 배달빠름 굿,7119,된장국추가
3437,wi,2020년 05월 26일,5,맛있어요맛있어요 맛있어요,7118,비빔명란 가라아케동
3438,ss,2020년 05월 26일,5,면이 떡이 되서오긴 했지만ㅠ 그래도 잘 먹었습니다~,7117,어향가지 덮밥&멘보샤
3439,fl,2020년 05월 26일,1,머리카락 나왔어요..,7116,비빔명란 가라아케동
3440,sc,2020년 05월 26일,5,배달 빠르고 맛있어요,7115,어향가지 덮밥
3441,sc,2020년 05월 26일,5,배달 빠르고 맛있어요,7115,명란마요 가라아게
3442,sc,2020년 05월 26일,5,배달 빠르고 맛있어요,7115,두툼한 통등심 가츠동
3443,sc,2020년 05월 26일,5,배달 빠르고 맛있어요,7114,궁중식 순살찜닭
3444,sc,2020년 05월 26일,5,배달 빠르고 맛있어요,7114,대패삼겹덮밥
3445,sc,2020년 05월 26일,5,배달 빠르고 맛있어요,7114,계란말이
3446,sm,2020년 05월 25일,5,언제나 맛있어요!!!!!!,7113,두툼한 통등심 가츠동
3447,sm,2020년 05월 25일,5,언제나 맛있어요!!!!!!,7113,트러플 감자튀김
3448,sk,2020년 05월 25일,5,맛있게 잘 먹었어요. 무슨 메뉴를 시키든 다 맛있네요!!!,7112,궁중식 순살찜닭
3449,so,2020년 05월 25일,5,맛있게 잘먹었어요~,7111,모둠나물 제육비빔밥
3450,ss,2020년 05월 25일,3,맛은있는데 좀짜요,7110,두툼한 통등심 가츠동
3451,cw,2020년 05월 25일,5,늘 먹던거라 후회없는 선택입니다,7109,대패삼겹덮밥
3452,to,2020년 05월 25일,1,별로예요 닭고기 에서 냄세가 나네요ㅜㅜ,7108,비빔명란 가라아케동
3453,ak,2020년 05월 25일,5,맛있게 잘먹었습니다 다른메뉴도 기대됍니다^^,7107,비빔명란 가라아케동
3454,ss,2020년 05월 25일,5,맛있게 잘 먹었습니다.,7106,수원왕갈비 치밥
3455,ss,2020년 05월 25일,5,돈까스 두툼해서 좋아요!,7105,두툼한 통등심 가츠동
3456,ve,2020년 05월 24일,5,딴건 몰라도 포장은 기가맥힘,7104,두툼한 통등심 가츠동
3457,xe,2020년 05월 24일,5,"맛있어요. 배달도 빨리어셨고,",7103,매콤대패삼겹덮밥
3458,xe,2020년 05월 24일,5,"맛있어요. 배달도 빨리어셨고,",7103,모둠나물 제육비빔밥
3459,xe,2020년 05월 24일,5,"맛있어요. 배달도 빨리어셨고,",7103,어향가지 덮밥&멘보샤
3460,mi,2020년 05월 24일,5,다 너무 맛있어요ㅎㅅㅇ,7102,비빔명란 가라아케동
3461,ks,2020년 05월 24일,5,"찜닭 먹고싶을때 생각나는.. 재료도 여러가지 들어가서 (은행,밤,단호박,떡) 먹는 재미가 있어요 맛도 좋아요",7101,궁중식 순살찜닭
3462,sk,2020년 05월 24일,5,푸짐하게 잘 먹었어요~,7100,궁중식 순살찜닭
3463,sk,2020년 05월 24일,5,맛있어요~ 배달도 빠르구요!,7099,수원왕갈비 치밥
3464,or,2020년 05월 23일,5,배달 빠르고 잘먹었습니다 감사합니다<U+0001F48C>,7098,궁중식 순살찜닭
3465,or,2020년 05월 23일,5,배달 빠르고 잘먹었습니다 감사합니다<U+0001F48C>,7098,스타벅스 블랙커피
3466,jm,2020년 05월 23일,5,언제나맛있어요.잘먹었어요,7097,두툼한 통등심 가츠동
3467,ds,2020년 05월 23일,5,맛있어요 자주시켜먹는데 역시 jmt,7096,매콤대패삼겹덮밥
3468,ds,2020년 05월 23일,5,맛있어요 자주시켜먹는데 역시 jmt,7096,트러플 감자튀김
3469,ak,2020년 05월 23일,5,맛도있고 빠르고 기사님도 친절하시고 감사합니다,7095,두툼한 통등심 가츠동
3470,1,2020년 05월 23일,1,주문접수 후 30분 뒤에 취소 당하고 요기요에 전화하니 정상주문이라더니 최종적으로 한시간뒤에 결과를 알수있었고 배달해줄수없다고함 밥못먹고 다음날 다시 주문했는데 배달 또 느리고 맛이라도 있을줄알았는데 맛도별로네요ㅠㅠ다신안먹을듯..;;,7094,수원왕갈비 치밥
3471,1,2020년 05월 23일,1,주문접수 후 30분 뒤에 취소 당하고 요기요에 전화하니 정상주문이라더니 최종적으로 한시간뒤에 결과를 알수있었고 배달해줄수없다고함 밥못먹고 다음날 다시 주문했는데 배달 또 느리고 맛이라도 있을줄알았는데 맛도별로네요ㅠㅠ다신안먹을듯..;;,7094,트러플 감자튀김
3472,1,2020년 05월 23일,1,주문접수 후 30분 뒤에 취소 당하고 요기요에 전화하니 정상주문이라더니 최종적으로 한시간뒤에 결과를 알수있었고 배달해줄수없다고함 밥못먹고 다음날 다시 주문했는데 배달 또 느리고 맛이라도 있을줄알았는데 맛도별로네요ㅠㅠ다신안먹을듯..;;,7094,된장국추가
3473,ha,2020년 05월 22일,5,맛있어요 양도 많았어요 여기서 종종 시켜먹으려구요,7093,대패삼겹덮밥
3474,re,2020년 05월 22일,5,감사합니다. 잘먹었습니다,7092,어향가지 덮밥
3475,hn,2020년 05월 22일,3,"라이더분 친절하시고 맛은 평냉은 고명 많은데 면, 육수가 분식집 냉면맛이고 찜닭은 괜찮은데 약간 다네요. 근데 밥이 원래 이렇게 조금오나요? 용기가 큰것도 아닌데 밥이 절반정도만 담겨서 왔는데 밥이 모자라서 덜준건지...집이라 밥 더 먹긴했는데 밖이었으면 밥 하나로 많이 실망했을것같습니다",7091,어향가지 덮밥&멘보샤
3476,hn,2020년 05월 22일,3,"라이더분 친절하시고 맛은 평냉은 고명 많은데 면, 육수가 분식집 냉면맛이고 찜닭은 괜찮은데 약간 다네요. 근데 밥이 원래 이렇게 조금오나요? 용기가 큰것도 아닌데 밥이 절반정도만 담겨서 왔는데 밥이 모자라서 덜준건지...집이라 밥 더 먹긴했는데 밖이었으면 밥 하나로 많이 실망했을것같습니다",7091,궁중식 순살찜닭
3477,hn,2020년 05월 22일,3,"라이더분 친절하시고 맛은 평냉은 고명 많은데 면, 육수가 분식집 냉면맛이고 찜닭은 괜찮은데 약간 다네요. 근데 밥이 원래 이렇게 조금오나요? 용기가 큰것도 아닌데 밥이 절반정도만 담겨서 왔는데 밥이 모자라서 덜준건지...집이라 밥 더 먹긴했는데 밖이었으면 밥 하나로 많이 실망했을것같습니다",7091,된장국추가
3478,ps,2020년 05월 22일,5,진짜 맛나게 먹었습니다.,7090,모둠나물 제육비빔밥
3479,ps,2020년 05월 22일,5,진짜 맛나게 먹었습니다.,7090,소불고기 비빔밥
3480,ph,2020년 05월 21일,5,냉면이랑 마요밥 다 맛있었다고 하네요 두 번 같은 걸 주문하는 바람에 후기도 두번 써요,7089,어향가지 덮밥&멘보샤
3481,ph,2020년 05월 21일,5,냉면이랑 마요밥 다 맛있었다고 하네요 두 번 같은 걸 주문하는 바람에 후기도 두번 써요,7089,명란마요밥
3482,sm,2020년 05월 21일,5,언제나 먹어도 맛있어요!!,7088,두툼한 통등심 가츠동
3483,sm,2020년 05월 21일,5,언제나 먹어도 맛있어요!!,7088,트러플 감자튀김
3484,bi,2020년 05월 21일,5,맛있고 배달빨라여 ㅎ,7087,그라나파다노 김치볶음밥
3485,bi,2020년 05월 21일,5,맛있고 배달빨라여 ㅎ,7087,계란말이
3486,tw,2020년 05월 21일,5,언제나 맛있습니다^^,7086,소불고기 비빔밥
3487,tw,2020년 05월 21일,5,언제나 맛있습니다^^,7086,궁중식 순살찜닭
3488,tw,2020년 05월 21일,5,언제나 맛있습니다^^,7086,두툼한 통등심 가츠동
3489,to,2020년 05월 21일,4,가라아게동은 맛있었음. 유산슬덮밥은 먹을만은한데 굳이 두번 시켜볼 맛은 아닌듯,7085,비빔명란 가라아케동
3490,to,2020년 05월 21일,4,가라아게동은 맛있었음. 어향가지 덮밥은 먹을만은한데 굳이 두번 시켜볼 맛은 아닌듯,7085,어향가지 덮밥
3491,to,2020년 05월 21일,4,가라아게동은 맛있었음. 유산슬덮밥은 먹을만은한데 굳이 두번 시켜볼 맛은 아닌듯,7085,명란마요 가라아게
3492,ch,2020년 05월 21일,5,양도 많고 배송도 빨라요!! 자주 시키려구요~,7084,대패삼겹덮밥
3493,mi,2020년 05월 21일,5,맛있고 깔끔해요ㅎㅎ,7083,소불고기 비빔밥
3494,ph,2020년 05월 21일,5,하나 주문하고 좀 있다가 같은 걸 주문하는 바람에 하나가 취소되는 사태가 ㅠㅠ 아이들이 냉면 먹고 싶대서 주문했는데 맛은 좋다고 해요,7082,어향가지 덮밥&멘보샤
3495,ph,2020년 05월 21일,5,하나 주문하고 좀 있다가 같은 걸 주문하는 바람에 하나가 취소되는 사태가 ㅠㅠ 아이들이 냉면 먹고 싶대서 주문했는데 맛은 좋다고 해요,7082,명란마요밥
3496,mi,2020년 05월 21일,5,맛있어서 매일 시키게 되네요ㅋㅋ 메뉴가 몇 개 더 늘면 매우매우 좋을 것 같습니다~,7081,어향가지 덮밥&멘보샤
3497,mi,2020년 05월 21일,5,맛있어서 매일 시키게 되네요ㅋㅋ 메뉴가 몇 개 더 늘면 매우매우 좋을 것 같습니다~,7081,명란마요 가라아게
3498,qm,2020년 05월 20일,5,잘먹었어요. ㅎㅎ,7080,두툼한 통등심 가츠동
3499,gn,2020년 05월 20일,4,잘 먹을기오옹,7079,궁중식 순살찜닭
3500,ma,2020년 05월 20일,5,맛있어요! 강추합니다~,7078,궁중식 순살찜닭
3501,ha,2020년 05월 20일,5,<U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D>,7077,궁중식 순살찜닭
3502,bi,2020년 05월 20일,5,치밥맛있어요 존맛 ㅋ,7076,수원왕갈비 치밥
3503,tk,2020년 05월 20일,5,배달은 늦지만 양이많고 맛있어서 좋아요~,7075,어향가지 덮밥
3504,ch,2020년 05월 20일,5,포장이 엄청 고급스럽네요..ㅎㅎ,7074,궁중식 순살찜닭
3505,ti,2020년 05월 20일,5,맛있게 잘 먹었습니다,7073,대패삼겹덮밥
3506,op,2020년 05월 20일,3,치밥은 맛있는데 이건 그냥 그랬어요 그냥 평범한 김치 볶음밥..?,7072,그라나파다노 김치볶음밥
3507,sw,2020년 05월 20일,5,맛있게 잘 먹었어요ㅎㅎ,7071,비빔명란 가라아케동
3508,mi,2020년 05월 19일,5,항상 맛있게 잘 먹고 있습니다~_~,7070,어향가지 덮밥
3509,mi,2020년 05월 19일,5,고오오급도시락이 먹고 싶을 때 시켜먹는 셰플리~,7069,궁중식 순살찜닭
3510,mi,2020년 05월 19일,5,고오오급도시락이 먹고 싶을 때 시켜먹는 셰플리~,7069,코카콜라
3511,al,2020년 05월 19일,4,맛있네여 잘먹었습니다,7068,수원왕갈비 치밥
3512,su,2020년 05월 19일,4,맛있게 잘 먹었습니다,7067,어향가지 덮밥
3513,hh,2020년 05월 18일,4,잘 먹었습니다 비오는데 고생이 많으셨어요,7066,어향가지 덮밥&멘보샤
3514,hh,2020년 05월 18일,4,잘 먹었습니다 비오는데 고생이 많으셨어요,7066,두툼한 통등심 가츠동
3515,su,2020년 05월 18일,5,군더더기 없이 깔끔하니 괜찮네용!! 양이 적어보이는 듯 하였으나 막상 다 먹으니 배불렀어요! 잘먹었습니다~,7065,모둠나물 제육비빔밥
3516,ho,2020년 05월 18일,5,너무 맛있게 잘 먹었습니다. 감사합니다. 또 시켜 먹을게요!!,7064,대패삼겹덮밥
3517,gk,2020년 05월 18일,5,진짜 맛잇어요!!!! 자주 시켜먹을게용,7063,두툼한 통등심 가츠동
3518,gk,2020년 05월 18일,5,진짜 맛잇어요!!!! 자주 시켜먹을게용,7063,트러플 감자튀김
3519,wi,2020년 05월 18일,5,여긴 안먹을 수가 없어요,7062,어향가지 덮밥&멘보샤
3520,nh,2020년 05월 18일,5,두군데 동시에 시켰는데 이곳이 너무괜찮게와서 타업체곳과 비교가되었네요 이업체 추천합니다 맛이면맛 포장상태 양 금액대비 강추합니다,7061,두툼한 통등심 가츠동
3521,nh,2020년 05월 18일,5,두군데 동시에 시켰는데 이곳이 너무괜찮게와서 타업체곳과 비교가되었네요 이업체 추천합니다 맛이면맛 포장상태 양 금액대비 강추합니다,7061,명란마요밥
3522,nh,2020년 05월 18일,5,두군데 동시에 시켰는데 이곳이 너무괜찮게와서 타업체곳과 비교가되었네요 이업체 추천합니다 맛이면맛 포장상태 양 금액대비 강추합니다,7061,계란말이
3523,ki,2020년 05월 18일,5,깔끔하게 잘 오고 고명이 많아서 좋아요! 요청사항도 잘 들어주시고 배달도 빠르고 제가 생각한 평양냉면 맛은 아니지만 맛있게 잘 먹었어요<U+0001F618>,7060,어향가지 덮밥&멘보샤
3524,ri,2020년 05월 17일,5,당면이 불어오긴 했지만 먹을만 했어요^^,7059,궁중식 순살찜닭
3525,lo,2020년 05월 17일,5,자주 시켜먹는 곳. 한끼 든든하게 먹을수 있어서 좋아요. 단 김치가 아쉬워요 ㅜ 안먹고 버리는... 차라리 피클 종류가 좋을거 같아요,7058,궁중식 순살찜닭
3526,lo,2020년 05월 17일,5,자주 시켜먹는 곳. 한끼 든든하게 먹을수 있어서 좋아요. 단 김치가 아쉬워요 ㅜ 안먹고 버리는... 차라리 피클 종류가 좋을거 같아요,7058,대패삼겹덮밥
3527,yo,2020년 05월 17일,1,별로에요.... .,7057,어향가지 덮밥
3528,yo,2020년 05월 17일,1,별로에요.... .,7057,명란마요 가라아게
3529,yo,2020년 05월 17일,1,별로에요.... .,7057,트러플 감자튀김
